id,name,ratingCount,ratingValue,bestRating,worstRating,installNumber,size,price,appType,developer,category,version
1437,Pool Billiards Pro,3469,4.5,5,1,200000,6504892,0,,TerranDroid,sports-game,3.5
1438,Stickman Soccer 2014,5620,4.6,5,1,100000,29145487,0,,Djinnworks GmbH,sports-game,2.1
1439,Perfect Kick,18592,4.6,5,1,100000,84171319,0,,Gamegou Limited,sports-game,2.1.4
1440,Virtual Table Tennis 3D,4030,4.5,5,1,100000,5296435,0,,Clapfoot Inc.,sports-game,2.7.8
1441,Flick Shoot 2,8742,4.8,5,1,50000,51717981,0,,MobileCraft,sports-game,1.26
1442,Stickman Soccer,2655,4.6,5,1,50000,24860857,0,,Djinnworks GmbH,sports-game,2.8
1443,Virtual Table Tennis,3547,4.6,5,1,50000,49575627,0,,SenseDevil Games,sports-game,1.1.2
1444,Pro VolleyBall,9085,4.2,5,1,100000,31886769,0,Offers IAP purchases,yousefsystem,sports-game,2.2
1445,Tennis,0,0,0,0,100,71274710,0,,ali samsam heidari,sports-game,1
1446,football 2013,7,2.6,5,1,100,26718237,0,Offers IAP purchases,arvin_shk,sports-game,2
1447,فوتبالیست شناس 2,2,5,5,1,200,35809734,0,,seyed sina shojaeefar,sports-game,1.1
1448,Mat Hoffman's Pro BMX,0,0,0,0,100,463292348,0,,ali samsam heidari,sports-game,1
1449,BALL HALL,0,0,0,0,100,14431701,10000,,Mohammad javad gholamian,sports-game,0.1
1450,all star tennis 2000,0,0,0,0,100,73200450,0,,ali samsam heidari,sports-game,1
1451,fotbaall99persia,17,3.6,5,1,100,240315362,0,Offers IAP purchases,arvin_shk,sports-game,2
1452,hot Sleight !,2,5,5,1,100,64142815,20000,,am_screenroid,sports-game,v2.0
1453,Mortal Kombat 3,0,0,0,0,200,5045947,0,,shkak0912,sports-game,1.1.0
1454,Dini Soccer,0,0,0,0,100,2992810,0,,arvin_shk,sports-game,1
1455,Tom and Jerry3,0,0,0,0,200,1823529,0,,shkak0912,sports-game,1.1.0
1456,بازی های آبی,0,0,0,0,100,1904750,0,,shkak0912,sports-game,1.1.0
1457,بازی شکار مرغابی میکرو,0,0,0,0,100,1450821,0,,parinaz heydar,sports-game,1
1458,football 2016 ferdosi poor,2,5,5,1,100,111973844,10000,,future games,sports-game,1
1459,sport for people of disabled,3,5,5,1,200,6934743,0,,shamdani,sports-game,1.0.0
1460,toop360,15,4.9,5,1,200,10493979,0,Offers IAP purchases,toop360,media-video,0.0.50
1461,mobocup,27,4.5,5,1,500,6239895,0,,mfaridi,sports,2.5.2
1462,SportDownload,17,4.5,5,1,1000,4075218,0,,SportDownload,sports,1.4.1
1463,IranHockey,18,4.2,5,1,200,1523890,0,,avrudi,sports,1
1464,HadsOn,3198,4.5,5,1,20000,4394540,0,,appson,sports,1.4.cb
1465,Navad,5441,4.2,5,1,500000,5506980,0,,ADP Digital,sports,2.4.0
1466,FotMob,21751,4.8,5,1,200000,15452214,0,,norapps-as,sports,48.0.2681
1467,اخبار پرسپولیس,34653,4.8,5,1,100000,3492110,0,,masoud rezapour,sports,1.9
1468,TOOP,7379,4.7,5,1,100000,8151018,0,Offers IAP purchases,persheh,sports,3.5.2
1469,اخبار فوتبالی,4810,4.5,5,1,50000,3249271,0,,Bado Group,sports,16
1470,Tarafdari LiveScore,3255,4.8,5,1,50000,3906706,0,,tarafdari,sports,1.3.0
1471,Tarafdari,21310,4.6,5,1,50000,5400613,0,,tarafdari,sports,2.4.6
1472,Sport News,5752,4.5,5,1,50000,2686196,0,,bartarinha,sports,2.1
1473,Esteghlal News,2506,4.7,5,1,20000,11109247,0,,Mohammad Hossein Nafisi,sports,3.6.10
1474,Laghari,479,4.6,5,1,20000,2706025,0,,morteza1366,sports,1
1475,SofaScore,780,4.9,5,1,10000,18616638,0,,sofascore,sports,5.32.1
1476,تالار فوتبال,13807,4.6,5,1,20000,3970175,0,,Alireza Rezvani,sports,4
1477,LiveScore,758,4.5,5,1,20000,8605239,0,,LiveScore Ltd.,sports,2.1.11
1478,دنیای کنگ فو,0,0,0,0,100,2689797,0,,bigdeveloper1,sports,1
1479,آموزش دفاع شخصی,0,0,0,0,100,2534396,0,,Farzaneh Team,sports,1
1480,sport knowledge,0,0,0,0,100,5381844,0,,stellar team,sports,1
1481,آموزش پرورش اندام,0,0,0,0,100,1002361,50000,,Ata Programmer,sports,v1.0
1482,SportsCarGT,0,0,0,0,100,13757179,20000,,mah_por,sports,1.1
1483,thin waist,0,0,0,0,100,14488974,10000,,Momo1370,sports,v4.0
1484,Fitness and exercises cycling,1,5,5,1,100,21651554,0,Offers IAP purchases,Tina pardazesh mehr pars,sports,1.3
1485,Workouts for entire body,1,5,5,1,200,19847820,0,Offers IAP purchases,Tina pardazesh mehr pars,sports,1.3
1486,(ساخت مکمل بدنسازی(دمو,0,0,0,0,200,801392,0,,arminb,sports,1
1487,استعدادیاب فوتبال,5,3.8,5,1,200,2872734,0,Offers IAP purchases,shahkarfc,sports,
1488,batarinhaye football,1,5,5,1,100,19425041,10000,,ash93,sports,1.2
1489,آموزش سوارکاری,2,3,5,1,100,2423275,0,,KianoReeves,sports,1
1490,Abdomen workouts in fitness,1,5,5,1,500,31060664,0,Offers IAP purchases,Tina pardazesh mehr pars,sports,1.3
1491,Chest workouts in fitness,2,3,5,1,200,32260036,0,Offers IAP purchases,Tina pardazesh mehr pars,sports,1.3
1492,nostalgia football,2,5,5,1,100,19124874,10000,,sina mohammadi,sports,v1.0
1493,RooForm (Body Building scheduling),50,4.7,5,1,1000,16964793,0,Offers IAP purchases,F Heidari,sports,1
1494,کمانداران جهان,2,1,5,1,200,2775626,0,,shahkardroid,sports,1
1495,آموزش سوارکاری(ویدیو),2,5,5,1,200,2839593,0,,sosha,sports,1
1496,tractorchi,44,5,5,1,500,4641859,0,,dmatteam,sports,2.4.3
1497,sad goler top history football,3,4.7,5,1,500,13057728,0,,AMiNiMA BAND,sports,1
1498,Mansour Pourheidari unofficial,8,4.9,5,1,100,1352209,0,,erfansadeghi,sports,1.0.0
1499,آموزش بسکتبال حرفه ای,1,5,5,1,100,8324998,0,Offers IAP purchases,shapark,sports,1.1
1500,fitness,0,0,0,0,100,1927902,10000,,reza abedini,sports,1.0.2
1501,Football Clubs Logo 2,4,3.5,5,1,200,13579130,0,,Mohammad Reza Fazel,sports,1.1
1502,بدنسازی همراه,15728,4.7,5,1,50000,9282939,0,,paneiz_app,sports,2.2
1503,فالستون ( فال ابجد+ فال روزانه+...),27617,4.6,5,1,100000,2852443,0,,paneiz_app,lifestyle,2.6
1504,فال روزانه,622,4.4,5,1,10000,2498551,0,,paneiz_app,lifestyle,1
1505,تناسب اندام بانوان,2148,4.6,5,1,5000,1590813,0,,paneiz_app,health-fitness,1.5
1506,عاشقانه ها,1189,4.6,5,1,5000,16299818,10000,,paneiz_app,entertainment,2.4
1507,Diseases,31,4.2,5,1,1000,1591892,10000,,paneiz_app,medical,1.3
1508,Biography,224,3.8,5,1,5000,4636297,0,,paneiz_app,social,1.3
1509,My Account,15,3,5,1,200,952972,10000,,paneiz_app,business,1.2
1510,Ziba Kalaam,19,4.4,5,1,1000,642177,10000,,paneiz_app,lifestyle,1.2
1511,طالع بینی ازدواج,2194,4.1,5,1,5000,946258,0,,paneiz_app,lifestyle,1.2
1512,چهره خوانی,1039,3.7,5,1,2000,871856,0,,paneiz_app,lifestyle,1.1
1513,پازل 15 حرفه ای,1058,4.6,5,1,10000,496718,0,,paneiz_app,board,1.1
1514,پیشگیری بهتر از درمان,22,4.4,5,1,200,3819115,10000,,paneiz_app,medical,1
1515,آموزش حل سودوکو,659,4.5,5,1,2000,709784,0,,paneiz_app,education,1
1516,Clinic,205,4.4,5,1,5000,1442511,10000,,paneiz_app,medical,1.3
1517,250 زنک اس ام اس,234,4,5,1,2000,13611040,10000,,paneiz_app,music-audio,1
1518,Fat Magazine,142,4.4,5,1,2000,2286857,0,,paneiz_app,health-fitness,1.1
1519,Iran Hotel,25,2.6,5,1,1000,1199723,10000,,paneiz_app,travel-local,1
1520,معجزه ادویه ها,3211,4.6,5,1,50000,3074582,0,,paneiz_app,medical,1.4
1521,بیماری های کودکان,0,0,0,0,100,1444920,0,,android-sara94,medical,1
1522,معرفی بیماری ها,0,5,5,1,100,1988481,0,,altay app,medical,1
1523,دندان صدفی,0,0,0,0,100,3046944,0,,Mr Farshid,medical,1
1524,دیابت,0,0,0,0,100,2381090,30000,,ebishk,medical,1
1525,خوب شدن سرماخوردگی,0,0,0,0,100,10887245,10000,,ali sepahi,medical,1
1526,Serch drug shortage,0,0,0,0,100,2993018,0,,PENDAR PAJOUH,medical,0.0.4
1527,قانون چاقی یا لاغری,0,0,0,0,100,957392,10000,,mostafa ghassabi,medical,1
1528,دانستنی های پزشکی,2,3,5,1,100,1421569,0,,altay app,medical,1
1529,درمان فشار خون,0,0,0,0,100,1433750,0,,android-sara94,medical,1
1530,Goftarnama,0,0,0,0,100,11898854,0,,Zamen Salamati,medical,1.1.5
1531,1000 Medical Facts,0,0,0,0,100,5226254,10000,,reza Akbari,medical,1
1532,The Complete Guide to Pregnancy,0,0,0,0,100,5934563,20000,,mohajeri,medical,v2.0
1533,دکتر بیماری های عفونی,0,5,5,1,100,1491707,0,,aban,medical,1
1534,Prescription  Medical imaging,0,0,0,0,100,3657765,50000,,ali reza radpour,medical,v1.6
1535,Islamic medicine,1,5,5,1,100,3852656,10000,,soheyl farzane,medical,v1.0.5
1536,clinic iran,0,0,0,0,100,4972999,0,,oaksoft.ir,medical,1.2
1537,موادغذایی مفیدکبد,0,0,0,0,100,3110695,30000,,hamidi_saeede,medical,1
1538,Zarbina,0,0,0,0,100,19706447,80000,,Parvaz Software Group,medical,12.1
1539,bimarihaye kodakan,0,0,0,0,100,4016383,10000,,vahidhasani66,medical,1
1540,راز جوانی,0,0,0,0,100,2770598,0,,negarmobi,medical,1
1541,DarokhaneGeneral,5,5,5,1,100,22223167,10000,,ebookgeneral,medical,1.2
1542,آزمایشگاه,0,0,0,0,100,2800223,10000,,alpha group,medical,1.1
1543,سرطان,0,0,0,0,100,2375636,0,,shahkardroid,medical,1
1544,آشنایی با سیستم روده ها,0,0,0,0,100,2331063,0,,Elhambakhsh,medical,1
1545,Zang Goosh,3,5,5,1,100,4335823,0,,iranapple,medical,1
1546,Darman Bikhabi,1,5,5,1,100,4342239,0,,iranapple,health-fitness,1
1547,zed pof cheshm,1,5,5,1,100,4287293,0,,iranapple,lifestyle,1
1548,Beutifull Face,1,1,5,1,100,4330314,0,,iranapple,health-fitness,1
1549,Hairfull Eyebrows,6,3.2,5,1,1000,4364401,0,,iranapple,lifestyle,1
1550,Zed Qelune!,0,0,0,0,100,4341786,0,,iranapple,health-fitness,1
1551,Headache therapy,3,4.3,5,1,200,4321036,0,,iranapple,medical,1
1552,No Bad Breath,2,1.5,5,1,100,4427222,0,,iranapple,lifestyle,1
1553,Lavashak,5,4.8,5,1,100,7135910,0,,iranapple,education,1
1554,Make Jam!,4,5,5,1,500,4840904,0,,iranapple,lifestyle,1
1555,Technology Magazine,3,4.7,5,1,100,7056060,0,,iranapple,news-magazines,1
1556,Football History,0,0,0,0,100,3943774,0,,iranapple,books-reference,1
1557,Footsal rules,10,4.6,5,1,200,3999200,0,,iranapple,sports,1
1558,BasketBall Rules,5,5,5,1,100,4017920,0,,iranapple,sports,1
1559,Volleyball Rules,17,4.4,5,1,200,4048807,0,,iranapple,sports,1
1560,Withe Tooth,13,4.9,5,1,500,4090409,0,,iranapple,health-fitness,1
1561,Treatment a cold,10,3.6,5,1,500,4006989,0,,iranapple,medical,1
1562,zed rizesh mo,9,5,5,1,500,6475326,0,,iranapple,lifestyle,1
1563,anty hack clash,0,0,0,0,100,4250357,30000,,iranapple,education,1
1564,anty hack whats app,5,4.6,5,1,100,5189557,30000,,iranapple,education,1
1565,iran tourist places,0,0,0,0,100,11759269,0,,iranapple,travel-local,1
1566,khosrogerd,0,5,5,1,100,3088132,0,,sadegh khosrojerdi,travel-local,1
1567,anbaranvillage,0,5,5,1,100,9358225,0,,farhadvalizadeh,travel-local,v10.0
1568,Eligasht,3,4,5,1,200,6391395,0,,Eligasht,travel-local,1.13.2
1569,Kerman Vocal Tourism,1,5,5,1,100,23913070,0,,barsam_sabbagh,travel-local,v2.0
1570,Translator,0,0,0,0,100,2879737,10000,,Arash zarei,travel-local,1. 0
1571,مسیریاب هوشمند,0,0,0,0,100,418943,20000,,Arsenal1455,travel-local,2.1
1572,Khosroshah,8,3.5,5,1,200,9615508,0,,arat-ap,travel-local,1
1573,مسیریاب و آدرس یاب,0,0,0,0,100,3131836,50000,,mahyarazimi,travel-local,3
1574,دفتر سفر,0,0,0,0,100,4236418,0,,rimadroid,travel-local,1
1575,Peakbagger,1,5,5,1,200,9410577,0,,mountainside,travel-local,1.15.1
1576,جاذبه دیدنی تهران,0,0,0,0,100,2615593,0,,Hasti App,travel-local,1
1577,تهران را بهتر بشناسیم,0,0,0,0,100,2324227,0,,KianoReeves,travel-local,1
1578,ghorvecity,0,0,0,0,100,3409984,10000,,vahidhasani66,travel-local,1
1579,Pave Teenagers Avramanat,3,5,5,1,100,5557064,0,,Momo1370,travel-local,v1.1
1580,Iran Gard,0,0,0,0,500,11026179,0,,pishtazan_android,travel-local,1.1
1581,KhodroYar,2359,4.4,5,1,10000,4502128,0,Offers IAP purchases,Serendip,travel-local,1.9.1
1582,Rah Rah,164,4.6,5,1,200,3920017,0,Offers IAP purchases,Serendip,puzzle,1.3
1583,Khalafi va Jadvale jarayem,22890,4.5,5,1,100000,3112801,0,Offers IAP purchases,Serendip,transportation,3.2.0
1584,Eybyabie Khodro,4615,4.6,5,1,10000,2983971,20000,,Narvan Soft,transportation,12.1
1585,TAP30 - Passenger App,595,3.9,5,1,200000,13836353,0,,tap30,transportation,1.3.0
1586,Waze,401,4.4,5,1,50000,49700115,0,,Waze,transportation,4.16.0.1
1587,Tehran Official Traffic Map,1827,4.2,5,1,100000,25457984,0,,tehranmap,transportation,2.3.1
1588,HERE WeGo,1166,4.2,5,1,50000,41681043,0,,here-apps-llc,transportation,2.0.11036
1589,Ulysse Speedometer,2439,4.5,5,1,50000,6680419,0,,binarytoys,transportation,1.9.39
1590,Iran Metro,495,4.6,5,1,20000,22841585,0,,Code Lovers,transportation,1.5.8
1591,NetC - Driver,0,0,0,0,100,3090340,0,,netc,transportation,3
1592,Xuber,7,5,5,1,100,2262134,0,,arya67,transportation,2.0004
1593,NetC - Passenger,3,3.7,5,1,100,3062032,0,,netc,transportation,3
1594,HUD SPEED METER,2,5,5,1,100,2956638,0,,armin khademi,transportation,Limited
1595,خلافی بگیر,114,4.4,5,1,1000,2707407,0,Offers IAP purchases,overcode_group,transportation,1.0.1
1596,dehyari zibadasht farokhabad,1,5,5,1,100,3604718,0,,idea process,transportation,6
1597,Installing Sport Exhaust,0,0,0,0,100,5077733,10000,,mrbalvardi,transportation,1
1598,زربار - بنگاه,0,0,0,0,100,5503144,0,,Ahmad Abdolahi,transportation,0.9
1599,Ride,6,3,5,1,500,6066369,0,,Ride,transportation,0.945
1600,Xuber Driver,10,4.4,5,1,100,3205623,0,,arya67,transportation,1.03
1601,Khalafi Khodro,24,4.4,5,1,2000,4588122,0,Offers IAP purchases,Mehdi Fardid,transportation,1.0.7
1602,Taxima - passenger,1,5,5,1,100,2845988,0,,Taxima,transportation,1
1603,contrary vehicle and driver,36,3.9,5,1,500,2110361,0,Offers IAP purchases,Abidar Software Group,transportation,1.5
1604,خلافی خودرو+پرداخت جریمه,514,4.5,5,1,20000,2278779,0,Offers IAP purchases,salsal,transportation,1.4
1605,Abrisham,3,5,5,1,100,2993607,0,,Tiny pro,transportation,1.0.6
1606,AAC(Taxi),5,4.2,5,1,200,5065901,0,,Ali Farahbod,transportation,Alfa
1607,Taksi Daneshju,5,3.4,5,1,100,4535873,0,,sarafraz,transportation,2
1608,AloPeyk - On-Demande Delivery,25,3.9,5,1,1000,5968781,0,,alopeyk,transportation,1.0.7
1609,1880 taxi driver app,1,3,5,1,100,3312735,0,,mohsen mostafaei,transportation,1.0.1
1610,اتوموتو,1,5,5,1,100,4626949,0,,yekta system hooshmand,transportation,1.5.9
1611,Autol,59,3.5,5,1,1000,3466118,0,Offers IAP purchases,Mahan App,transportation,3.1
1612,وانت بار یاب تهران,0,0,0,0,100,4291435,0,,yekta system hooshmand,transportation,2.5.8
1613,receive police bill,63,3.7,5,1,2000,2605417,0,,nick_parsiyan,transportation,1.1
1614,Darbast,9,3.2,5,1,200,689071,0,,mehavira,transportation,1.7.26
1615,Bank Finder,102,4.5,5,1,5000,7169239,0,,Amin Design Group,transportation,1.1.2
1616,Hamrah personal accountant,151,4.4,5,1,2000,10972876,0,Offers IAP purchases,next-bit,finance,2.25
1617,Arianpal,13,3.8,5,1,200,4559056,0,,Arian Pal,finance,2.0.0
1618,EstlahEghtsadi,0,0,0,0,100,12943041,50000,,mehdimyadi,books-reference,1
1619,Hooshmandsahm,26,3.9,5,1,500,4224925,0,Offers IAP purchases,graham,finance,0.9.6.7
1620,Online Price,26,4,5,1,1000,4481740,0,,online price,finance,1.5.0
1621,HafHashtad (*780#),1236,3.9,5,1,200000,10281081,0,,Haf Hashtad,finance,1.2.01
1622,eranico,7,5,5,1,1000,2702116,0,,eranico,business,1.0.4
1623,Qeroon,806,4.4,5,1,2000,13133255,0,Offers IAP purchases,Rouster Group,finance,1.25
1624,Bilan,12,4.1,5,1,200,5638160,20000,,material-design,finance,1.1
1625,Sharjeman,328,4.3,5,1,2000,4671496,0,,sharjeman,finance,1.2.4
1626,Storehouse Manager,34,4.1,5,1,1000,17708710,0,,Mohammad Omidvar,finance,3.9.2
1627,bahamta,104,4,5,1,5000,4264622,0,,bahamta,finance,2.4.2
1628,حسابداری آسان,391,4,5,1,2000,1496273,0,,mohammad-rezazadeh,finance,4
1629,Asan Pardakht,25703,4.2,5,1,1000000,8457738,0,,AP,finance,2.0.2
1630,Pasargad Mobile Bank,2794,4.5,5,1,200000,3158487,0,,Bank Pasargad,finance,6.3.1
1631,Refah Mobile Bank,3404,4.2,5,1,200000,2138066,0,,Refah Bank,finance,1.2.1
1632,حسابداری شخصی هلو,6803,4.2,5,1,200000,2552635,0,,Torfeh Negar,finance,3.0.1
1633,Ansar Mobile Bank,3947,4.4,5,1,100000,10675168,0,,Ansar  Bank,finance,2.5.2
1634,Hesabdar,6162,4.6,5,1,100000,621620,0,,Ghaisar Davar,finance,1
1635,Refah Pardakht,919,4.4,5,1,100000,5310576,0,,Refah Bank,finance,2.0.42
1636,Parmis Mobile Accounting(Free),11275,4.7,5,1,50000,6482643,0,,Parmis IT CO,finance,4.9.5
1637,Interest Calcaulator,493,4.5,5,1,100000,331076,0,,Andromeda Digital Solutions,finance,2
1638,Hesabdar+,1086,4.2,5,1,10000,3759549,40000,,Ghaisar Davar,finance,2.2.1
1639,سه سوت!,920,4.2,5,1,100000,6952886,0,,se soot,finance,3.1.2
1640,Cheque Manager,1240,4.2,5,1,10000,2310856,30000,,Sepehr,finance,2.1
1641,Pasargad Mobile Payment,650,4.6,5,1,50000,2927365,0,,Bank Pasargad,finance,5.3.2
1642,Resalat MBanking,497,4,5,1,100000,1759122,0,,resalat qard alhasan bank,finance,5.1.1
1643,DangiDongi,0,0,0,0,100,1656902,10000,,dMob,finance,1.02
1644,Mobile banking,20,1.8,5,1,1000,1474438,0,Offers IAP purchases,گروه نرم افزاری اندروپلاس,finance,v1.1
1645,ava,1,5,5,1,100,8257856,0,,seyed ali alavi Matin,finance,1.0.0
1646,chechvasafte,0,0,0,0,100,3476603,10000,,vahidhasani66,finance,1.1
1647,My Shop,0,0,0,0,100,1246815,80000,,kazemi72,finance,2.6
1648,تبدیل ریال تومان محاسبه درصد تخفیف,8,3.6,5,1,100,1719917,0,Offers IAP purchases,hessam71d,finance,1.04
1649,Kif anvae kart,1,5,5,1,200,3166887,0,,zeyton,finance,K-A-1.2
1650,گربه اشرافی,1,1,5,1,200,7405192,0,,mitraapps,action,3
1651,انجلا رو پیدا کن,0,0,0,0,100,2590819,0,,mitraapps,arcade,2
1652,توپ جادویی,1,1,5,1,100,749834,0,,mitraapps,action,1
1653,خونه سازی,0,0,0,0,200,13179777,0,,mitraapps,arcade,1.8.2
1654,آموزش آرایش عربی(ویدیو),1,5,5,1,100,2959714,0,,mitraapps,education,1
1655,ضربان قلب,0,0,0,0,100,1315271,0,,mitraapps,medical,1
1656,بازی حلقه ها,1,1,5,1,200,1049241,0,,mitraapps,casual,1
1657,هشدار,0,0,0,0,100,2605864,0,,mitraapps,productivity,1
1658,تهیه غذای دریایی(ویدیو),0,0,0,0,100,2731130,0,,mitraapps,education,1
1659,آموزش قلاب بافی,1,1,5,1,200,3154235,0,,mitraapps,business,1
1660,Tehran Traffic,37,4.2,5,1,500,43362422,20000,,team-95,racing,1
1661,Call Of Honor,908,3.9,5,1,10000,61990859,0,Offers IAP purchases,MGH,racing,2.0.0
1662,Hill Climb Racing 2,2666,4.1,5,1,50000,72029928,0,,Fingersoft,racing,1.1.8
1663,Valley Parking 3D,445,4.3,5,1,100000,69705400,0,,waldschrat-studios,racing,1.03
1664,Swag Racer,11,4.6,5,1,2000,28171585,0,,Bluesky Game Studio,racing,1.3.5
1665,ProParking 2,3578,4.3,5,1,200000,50792616,0,Offers IAP purchases,magicalworld-studio,simulation,1.3.4
1666,Shadow Racer,10994,4.6,5,1,100000,150972522,0,Offers IAP purchases,NOA Games,racing,1.0.1.2
1667,IRAN Hill Climb 1395,264,3.9,5,1,10000,61790790,0,Offers IAP purchases,gamelof,simulation,1.7.9
1668,HC: Takedown,51,4.3,5,1,5000,37041648,0,,high-score-hero-llc,racing,1.3.3
1669,MMX Hill Climb,554,4.2,5,1,50000,65258874,0,,Hutch Games,racing,1.0.3937
1670,Big Bang,146,4.3,5,1,5000,98334831,0,,traplight-ltd,racing,3.1.7
1671,Traffic Tour,579,3.8,5,1,20000,61902430,0,,wolves-interactive,racing,1.1.12
1672,Faily Brakes,113,4.2,5,1,10000,70258619,0,,spunge-games-pty-ltd,arcade,1.49
1673,Drag Duel,1672,4.1,5,1,20000,113085499,0,Offers IAP purchases,FanGames,racing,1.1.0.9969
1674,2nd Gear,40795,4.6,5,1,200000,168795049,0,Offers IAP purchases,fanafzar,racing,1.8.2
1675,Traffic Racer,40721,4.5,5,1,1000000,52301222,0,,Soner Kara,racing,2.3
1676,Dr. Driving,25577,4.5,5,1,500000,10451660,0,,SUD Inc.,racing,1.48
1677,Extreme Car Driving Simulator,14263,4.5,5,1,500000,60141817,0,,axesinmotion-racing,racing,4.12
1678,Deal For Speed 1.8,41449,4.6,5,1,500000,17210073,0,,gunaystudio,racing,1.8
1679,Racing Fever,13316,4.8,5,1,200000,55960446,0,,Gameguru,racing,1.5.17
1680,Road Riot,31447,4.6,5,1,200000,72899107,0,,Tango,racing,1.28.05
1681,RacingMoto,14497,4.3,5,1,500000,6942234,0,,Top Casual Games,racing,1.2.8
1682,City Racing 3D,5960,4.6,5,1,200000,44479771,0,,3DGames,racing,2.9.108
1683,Angry Gran Run,4332,4.3,5,1,200000,32709657,0,,Ace Viral,racing,1.45
1684,Hill Climb Racing,934,4.6,5,1,100000,45521116,0,Offers IAP purchases,Flexion Mobile Limited,racing,1.30.0
1685,Table Top Racing,1037,4.6,5,1,10000,127382827,80000,Offers IAP purchases,playrisedigital,racing,1.03
1686,Bike Rivals,1234,4.5,5,1,100000,49863464,0,,Miniclip.com,racing,1.5.2
1687,Salar,78137,4.6,5,1,100000,24764077,0,Offers IAP purchases,Sizak,racing,1.28
1688,Iran Drift,2278,4.2,5,1,20000,47414372,10000,,rabiee8848385,racing,1.4
1689,Motocross Mania 2,0,0,0,0,100,75714036,0,,ali samsam heidari,racing,1
1690,ماشین سواری السا,1,3,5,1,500,6497945,0,,Shadow Games,racing,1
1691,Street Racer 3D,0,0,0,0,100,36261054,30000,,Inlogic Software,racing,1.0.1
1692,ghan ghan,1,3,5,1,100,134268084,20000,,javad agha,racing,1
1693,Police Driver,23,4.3,5,1,1000,23879513,0,,omidstudio,racing,1
1694,Monaco Grand Prix,0,0,0,0,100,32139523,10000,,Black Studio,racing,1
1695,دنیای دختر توت فرنگی,0,0,0,0,200,2350993,0,,jamalidroid,racing,1
1696,ford racing,0,0,0,0,100,10024563,10000,,Nice Game,racing,1
1697,RallyNeedDrift,3,3.3,5,1,100,108393433,10000,,PG,racing,1.2
1698,pepsi man,7,4.4,5,1,2000,9894393,0,,ali samsam heidari,racing,1
1699,DESERT STORM 2,2,5,5,1,200,28929658,0,Offers IAP purchases,shabahang,racing,two
1700,ماشین سواری ماریو,10,1.8,5,1,5000,1736265,0,,Shadow Games,racing,1
1701,Half clutch,10,3.8,5,1,100,91693675,10000,,PG,racing,1.3
1702,Crash Team Racing,5,4,5,1,2000,54545435,0,,ali samsam heidari,racing,1
1703,driver 2,11,4.2,5,1,2000,43643740,0,,ali samsam heidari,racing,1
1704,بازی توپ های سه تایی,0,0,0,0,100,4148457,0,,mitraapps,racing,1
1705,آموزش ساخت گل,1,1,5,1,500,2822312,0,,mitraapps,education,1
1706,روضه محرم,0,0,0,0,200,2576320,0,,mitraapps,religious,1
1707,طراحی ناخن بدون ابزار,1,5,5,1,100,2772526,0,,mitraapps,lifestyle,1
1708,آموزش ویدئویی پریمیر,0,0,0,0,100,1945029,0,,mitraapps,education,2
1709,غذاهای سوخاری(تصویری),2,2.5,5,1,500,2110880,0,,mitraapps,media-video,2
1710,کارتون جذاب سونیک,6,2.5,5,1,1000,1914556,0,,mitraapps,media-video,2
1711,خواص میوه ها (ویدیویی),0,0,0,0,100,2101089,0,,mitraapps,health-fitness,2
1712,کارتون تام و جری,18,2.9,5,1,2000,2131047,0,,mitraapps,media-video,2
1713,رینگتون های عاشقانه,4,4.2,5,1,1000,14545071,0,,mitraapps,music-audio,1
1714,پیشگویی حافظ,0,0,0,0,100,6372041,0,,mitraapps,entertainment,1
1715,بازی حدس تصویر بازیگرها,3,3.7,5,1,200,3771373,0,,mitraapps,puzzle,1
1716,عکس نوشته بساز,3,4.3,5,1,1000,2999639,0,,mitraapps,photography,1
1717,مدیریت پول,1,4,5,1,200,3018650,0,,mitraapps,finance,30
1718,amozesh kasb o kar emrooozi,0,0,0,0,100,1210644,50000,,mehdishahraki,finance,1.1
1719,حسابدار دانشجو,0,0,0,0,100,927543,30000,,parizadgroup,finance,1
1720,ماشین حساب کیتی,1,1,5,1,100,2901701,0,,parnian hasanzade,finance,1
1721,طلب,1,4,5,1,100,3807315,0,Offers IAP purchases,Hamid Keykhosravi,finance,1.1
1722,Zar Hesaab,1,4,5,1,100,1868941,10000,,Andro One,finance,1.5
1723,Manage costs by bank card,2,3,5,1,100,2230445,0,Offers IAP purchases,arlabbafi,finance,1.2
1724,Professional picture Maker,1,1,5,1,100,6332918,20000,,mj_68_appdous,photography,1.01
1725,عکس خاص,3,1.3,5,1,100,6560383,20000,,mj_68_appdous,photography,1.01
1726,pic2Carpetmap,2,1,5,1,100,2470383,0,,mj_68_appdous,productivity,1.02
1727,shortstories,58,4.1,5,1,200,32712635,20000,,mj_68_appdous,education,1.2
1728,HesabdariFH,39,2.8,5,1,500,3979539,20000,,mj_68_appdous,finance,1.1
1729,Shotr Stories,3,1,5,1,100,5247385,0,,mj_68_appdous,education,1
1730,HesabDftari,20,2.9,5,1,500,6064998,0,,mj_68_appdous,business,1.02
1731,Accounting and Warehousing,13,4.6,5,1,100,3922727,100000,,mj_68_appdous,finance,1.1593
1732,چرتکه,1,1,5,1,100,2997162,20000,,asr1992,finance,1
1733,Modiriyate mali bashgah,26,5,5,1,100,1381625,0,,Meysam Golzar,finance,3.1
