id,name,ratingCount,ratingValue,bestRating,worstRating,installNumber,size,price,appType,developer,category,version
858,مفاتیح هوشمند,612,4.4,5,1,10000,8694966,0,Offers IAP purchases,گروه فرهنگی هنری پارسیان,religious,1.0.5
859,BadeSaba Calendar,1055472,4.7,5,1,6000000,8227085,0,,mojehamrah,religious,Paeiz - 7.5
860,Quran HablolMatin,189255,4.7,5,1,1000000,11087871,0,Offers IAP purchases,mojehamrah,religious,5.0.5
861,Mafatih-Al-Jinan,8167,4.6,5,1,1000000,11205249,0,,Mobin Moblie,religious,2.5
862,BabonNaeim,106961,4.7,5,1,1000000,7128494,0,Offers IAP purchases,mojehamrah,religious,3.0.1
863,QuranMobin,5238,4.7,5,1,500000,21570375,0,,Mobin Moblie,religious,2
864,Ziarat -e- Ashura,3986,4.7,5,1,500000,6425621,0,,ali_abdolahi,religious,3.3.1
865,Mafatih Nafis,10056,4.7,5,1,500000,4956433,0,Offers IAP purchases,haghayeghi,religious,2.1
866,Ashura,1641,4.8,5,1,200000,4146392,0,,seyed mohammad lajooie,religious,3
867,Nahjol Balagheh,4732,4.7,5,1,200000,2987906,0,Offers IAP purchases,omidomidi,religious,5.2
868,ayatolkorsi,1910,4.8,5,1,200000,3193861,0,,ehsan arabpour,religious,1
869,Quran,42582,4.7,5,1,200000,3052065,0,,Mohsen Pirbani,religious,5.3.7
870,MyQuran,4760,4.5,5,1,200000,6144647,0,,Mojtaba Mahamed,religious,1.2
871,Bayan Quran,7579,4.8,5,1,200000,9433991,0,,Bayan Group,religious,1.3
872,تعبیر خواب حرفه ای,34982,4.6,5,1,200000,2021050,0,,sandbad,religious,1.2
873,Kimiya,19235,4.7,5,1,200000,10087735,0,Offers IAP purchases,mojehamrah,religious,1.0.4
874,قلب قرآن,669,4.8,5,1,100000,3285026,0,,xedteam,religious,1
875,At the end Audicommentary Offline,0,0,0,0,100,68028620,30000,,mehran13725,religious,1
876,tartile jame quran,0,0,0,0,100,6737652,0,Offers IAP purchases,tarannom-2014-2015,religious,2
877,hafiz,0,4,5,1,100,89668925,0,Offers IAP purchases,mahdi hasani  hafez quran,religious,1.0.1
878,دعای مجیر,0,0,0,0,100,9742909,0,,sanazdroid,religious,1
879,دعای عهد (صوتی),0,0,0,0,100,5981865,0,,Shadow Games,religious,3
880,تعقیبات نماز,0,0,0,0,100,6255459,0,,alidroid,religious,1
881,Wills Imam Khomeini,1,5,5,1,100,12081547,0,Offers IAP purchases,yousofvand,religious,v1.0
882,همه چیز در مورد جن,0,0,0,0,100,990285,0,Offers IAP purchases,zaheri,religious,v2.0
883,popular invocalions of,0,0,0,0,100,2323069,70000,,iran star,religious,1.1
884,غسل بانوان,0,0,0,0,100,5671288,10000,,ya zamen ahoo,religious,v1.0
885,سوره مبارکه شمس صوتی,0,0,0,0,100,2216016,0,,roya hasanzade,religious,1
886,زیارت پیامبر,1,5,5,1,100,12978255,0,,mahzoon,religious,1
887,ayatul kursi,3,4.6,5,1,1000,15719828,0,,parse13570,religious,1.1
888,doaa,0,0,0,0,100,4480364,0,,sivan,religious,v 1.3
889,"کلام الله (جزء 6-11 )",0,0,0,0,100,283525193,0,,razdabi,religious,v2.0
890,komeil doa with meaning,0,0,0,0,100,2480134,0,,alireza hosseingholizadeh,religious,2.0.0
891,زیارت آل یاسین,0,0,0,0,100,8766176,0,,monadev,religious,1
892,ashaar,1,5,5,1,100,1358606,20000,,qeshm android,religious,v3.0
893,Special questions sentences,1,5,5,1,200,1680606,0,,zahra912197,religious,v1.0
894,Defenders shrine,0,0,0,0,100,20571927,10000,,shayan ashoouri,religious,v2
895,احکام ویژه بانوان,2,5,5,1,100,4754317,10000,,ya zamen ahoo,religious,v1.0
896,دعای آیت الکرسی,0,0,0,0,100,4266922,0,,elnaz vejdani,religious,2
897,استخاره با قرآن,0,0,0,0,100,2119531,0,,Mahboobe Del,religious,1
898,Pilgrimage and prayer,0,0,0,0,100,5569496,10000,,mostafa2016,religious,v1.0
899,madahi 95 majid bani fateme,3,5,5,1,200,49757140,0,,alzapp,religious,1
900,madahi 95 mahmod karimi,6,2.8,5,1,200,68948682,0,,alzapp,religious,2
901,milad heydari,13,4.6,5,1,500,6460502,0,,alzapp,music-audio,2
902,channel bakhtiyari telegram,166,4.5,5,1,1000,1345342,0,,alzapp,communication,12
903,ziyarate ashora,288,4.6,5,1,5000,44455699,0,,alzapp,religious,4
904,مداحی شام غریبان 1394,17,4.5,5,1,200,30492499,0,,alzapp,religious,1
905,hosein keshtkar,36,4.3,5,1,200,12856619,0,,alzapp,religious,4
906,gholam koweyti por,132,4.1,5,1,1000,16780251,0,,alzapp,religious,6
907,madahi 94 javad moghadam,0,0,0,0,100,50844620,20000,,alzapp,religious,1
908,madahi 1394 mir damad,0,0,0,0,100,67950883,20000,,alzapp,religious,1
909,derbi payetakht,25,3.4,5,1,200,1308373,0,,alzapp,sports,3
910,korosh asad por,21,4.3,5,1,500,59775978,0,,alzapp,music-audio,2
911,esfndiyar ranjbari,3,4.7,5,1,100,7302747,0,,alzapp,music-audio,2
912,char bonicheh,6,5,5,1,100,3060747,0,,alzapp,travel-local,1
913,didar mahmodi,11,4.5,5,1,100,861497,0,,alzapp,music-audio,1
914,ali tajmiri,9,3.9,5,1,100,1149701,0,,alzapp,music-audio,1
915,manochehr zangene,80,4.3,5,1,1000,50576129,0,,alzapp,books-reference,4
916,sardar asad khan,38,4.6,5,1,200,39058755,0,,alzapp,books-reference,2
917,ali abdolmaleki,80,4,5,1,2000,51893649,0,,alzapp,music-audio,2
918,adiye ramezan,4,5,5,1,100,4552330,0,,alzapp,religious,1
919,naser abdolahi,57,4.6,5,1,1000,39834088,0,,alzapp,music-audio,4
920,shabe yalda,2,3.5,5,1,100,4997305,0,,alzapp,entertainment,3
921,Mafia,59,3.4,5,1,1000,3925735,20000,,anz_app,entertainment,2.1
922,HTC M9 Ringtone & Wallpaper,244,4.1,5,1,500,23371629,0,,anz_app,music-audio,1.2
923,Traditional haft sin live wallpaper,182,4.6,5,1,500,15783805,30000,,anz_app,live-wallpaper,3
924,ایده های عاشقانه,695,4.6,5,1,1000,12218099,0,,anz_app,education,3.3
925,windows xp install tutorials,79,4.5,5,1,200,9149863,10000,,anz_app,education,1.4
926,windows 8 install tutorials,76,4.2,5,1,200,8191472,10000,,anz_app,education,2.1
927,windows 7 install tutorials,340,4.4,5,1,1000,14706001,10000,,anz_app,education,1.5
928,IRAN live wallpaper,138,4.2,5,1,500,8258623,0,,anz_app,live-wallpaper,2
929,Malavan Live Wallpaper,291,4.8,5,1,100,10327984,0,,anz_app,live-wallpaper,3.1
930,hafez live wallpaper,104,4.7,5,1,200,12135562,10000,,anz_app,live-wallpaper,2.1
931,super Instagram,3600,4.3,5,1,10000,4055623,10000,,anz_app,education,2
932,math food,27271,4.7,5,1,50000,6250123,0,,msbookdabirestan,education,3.0.2
933,free fall,12,4.7,5,1,100,9544191,0,Offers IAP purchases,mohsenapp,arcade,1.2
934,Empire War,19,4.1,5,1,1000,68443013,0,Offers IAP purchases,medrick-fze-r,strategy,4.247.1
935,Ark of War,16,4.3,5,1,500,89057515,0,,seven-pirates,strategy,1.2.9
936,Toy Defense 2,33,4,5,1,10000,95559141,0,Offers IAP purchases,Melesta,strategy,2.12
937,Polytopia,40,4.4,5,1,1000,29381530,0,,midjiwan-ab,strategy,Myriad Android
938,دنیای اساطیر - آنلاین,2547,4.4,5,1,20000,32367211,0,Offers IAP purchases,OXIN GAMES,strategy,1.2.5
939,CastleStorm,536,4.6,5,1,20000,420194532,0,Offers IAP purchases,nitrotech,strategy,1.92
940,Tower Crush,575,4.5,5,1,50000,77363401,0,,impossible-apps,arcade,1.1.4
941,GrowCastle,1706,4.5,5,1,100000,28450837,0,,RAON GAMES,arcade,1.10.4
942,Auralux 2,54,4.2,5,1,500,99533123,0,,War Drum Studios,strategy,1.0.0.6
943,Dragon Ninjas,555,4,5,1,20000,24567393,0,Offers IAP purchases,FanGames,strategy,11.3.2506-ETC
944,Clash Royale,80951,4.5,5,1,1000000,95141288,0,Offers IAP purchases,supercell,strategy,1.7.1
945,aa 2,3624,4.4,5,1,50000,5942204,0,,general-adaptive-apps-pty-ltd,strategy,1.2.8
946,ao,543,4.3,5,1,20000,6141752,0,,general-adaptive-apps-pty-ltd,strategy,1.0.9
947,rl,1722,4.6,5,1,20000,6081744,0,,general-adaptive-apps-pty-ltd,strategy,1.0.9
948,th,1985,4.4,5,1,20000,6089005,0,,general-adaptive-apps-pty-ltd,strategy,1.1.0
949,rr,2513,4.4,5,1,20000,6090827,0,,general-adaptive-apps-pty-ltd,strategy,1.1.2
950,ff,4381,4.5,5,1,100000,6081677,0,,general-adaptive-apps-pty-ltd,strategy,1.1.1
951,aa,44751,4.5,5,1,500000,8763497,0,,general-adaptive-apps-pty-ltd,strategy,1.6.0
952,Fort Conquer,10566,4.6,5,1,200000,25832571,0,,DroidHen,strategy,1.2.1
953,Clash of Zombies  - کلش آف زامبی,31115,4.7,5,1,100000,45832233,0,Offers IAP purchases,naringames,strategy,2.4
954,Chess Live,3990,4.5,5,1,100000,3318403,0,,Italy Games,strategy,2.5
955,"Operation Fox, Fight for Homeland",1372,4.6,5,1,10000,34947166,40000,,kadusdev,strategy,1.0.3
956,Unblock Car,1752,4.4,5,1,100000,5106416,0,,Mouse Games,strategy,2
957,My Pocket Army,19364,4.6,5,1,50000,18362928,0,Offers IAP purchases,simiyaworld,strategy,3.5
958,Alien Creeps,4950,4.4,5,1,100000,99089993,0,,Outplay Entertainment Ltd,strategy,2.8.0
959,Boom Beach,22608,4.1,5,1,100000,79796622,0,,Supercell,strategy,28.262
960,Pocket Troops,5301,4.8,5,1,50000,161857052,0,Offers IAP purchases,medrick-fze-r,strategy,1.19.0
961,Battlefish TD,28993,4.6,5,1,50000,38981952,0,Offers IAP purchases,plus9games,strategy,1.7.01
962,Townsmen,2051,4.4,5,1,50000,51929681,0,Offers IAP purchases,Handy Games,strategy,1.8.2
963,بازی فکری,0,0,0,0,100,1405170,0,,shahkardroid,strategy,1
964,بازی جنگ ستارگان,0,0,0,0,100,1638288,0,,mona mousavi,strategy,2
965,بیلیارد,0,0,0,0,100,998028,10000,,ayat etanavar,strategy,3.2.0
966,علائدین,0,0,0,0,100,1114880,10000,,ayat etanavar,strategy,3.2.0
967,فضانوردان,0,0,0,0,100,1186075,10000,,ayat etanavar,strategy,3.2.0
968,فیل کوچولو,0,0,0,0,100,1114483,10000,,ayat etanavar,strategy,3.2.0
969,کریکت,0,0,0,0,100,1081131,10000,,ayat etanavar,strategy,3.2.0
970,بازی وروجک,0,0,0,0,100,1082240,10000,,ayat etanavar,strategy,3.2.0
971,بازی تانک یادش بخیر,0,0,0,0,100,921317,10000,,ayat etanavar,strategy,3.2.0
972,بازی چویجین جتگی میکرو,0,0,0,0,100,1042154,10000,,ayat etanavar,strategy,3.2.0
973,بازی تنیس,0,0,0,0,100,994400,10000,,ayat etanavar,strategy,3.2.0
974,بازی گلگسین میکرو,0,0,0,0,100,929630,10000,,ayat etanavar,strategy,3.2.0
975,بازی میک میک,0,0,0,0,100,910657,10000,,ayat etanavar,strategy,3.2.0
976,جان سخت,0,0,0,0,100,1048936,10000,,ayat etanavar,strategy,3.2.0
977,جنگجوی پیشرو,0,0,0,0,100,1130824,10000,,ayat etanavar,strategy,3.2.0
978,tanks,249,4,5,1,5000,17953264,0,Offers IAP purchases,mohsenapp,strategy,1.2.3
979,parvaresh,104,3.9,5,1,1000,2513735,0,Offers IAP purchases,mohsenapp,business,v3.1
980,lezat potoshop,209,3.2,5,1,1000,9594681,0,Offers IAP purchases,mohsenapp,education,v2.1
981,amozeh jame computer,156,4.6,5,1,2000,11074585,0,,mohsenapp,education,v3.1 (䓎堣͏揩
982,gamemaker,0,0,0,0,100,2773533,0,,mohsenapp,education,0.1
983,Teaching a variety of hat scarf 95,0,0,0,0,100,4102438,20000,,javad_talebi1366,education,v1.0
984,Draw Christmas,0,0,0,0,100,16028928,0,,sweefit-studios,education,4.2
985,Radyab hoshmand bedone nasb,0,5,5,1,100,2478431,20000,,sky filip,education,1.3
986,Mechanical auto attendant,0,0,0,0,100,22591132,60000,,Mahdi banajani,education,1.1
987,Repair hardware and mobile software,0,0,0,0,100,2161460,20000,,Ahmadreza mollahoseyni,education,v1.0
988,پلوپز(آشپزی),0,0,0,0,100,3083339,0,,danial nobakht,education,1
989,Benefits and harms of mint,0,5,5,1,100,953602,0,,Momo1370,education,v3.0
990,بستنی قیفی,0,0,0,0,100,2796841,0,,mona mousavi,education,1
991,memari pelan meghiyas,0,0,0,0,100,5893902,0,,mohamad hosein khalaji,education,1
992,گوشیتو خودت تعمیر کن,0,0,0,0,100,2390894,0,,hanadroid,education,1
993,آموزش آسان کانفینگ مودم,0,5,5,1,100,4297516,0,Offers IAP purchases,سافت رایانه,education,
994,نصب درب اتومات پارکینگ,0,5,5,1,100,3102531,0,Offers IAP purchases,تعمیرگاه تخصصی همراه,education,
995,هنر قلاب بافی,0,0,0,0,100,2752303,0,,Hakimaneh,education,1
996,telegram.p.h.d,0,0,0,0,100,15485971,120000,,shahrzad learning group,education,v2.0
997,دسر ایرانی,0,0,0,0,100,2813270,0,,mehrdad alimi,education,1
998,مکالمه حرفه ای انگلیسی,0,0,0,0,100,2712016,0,,Najmeh,education,1
999,Ashpazoneh,0,0,0,0,100,6999468,20000,,fmd-13755731,education,V20.2
1000,Konur,0,0,0,0,100,3200473,10000,,alpha group,education,1.1
1001,قانون جذب برای رسیدن آرزو,0,0,0,0,100,2512808,10000,,pishkaman khalagh,entertainment,1
1002,Radyab +tarfand,0,0,0,0,100,2390860,20000,,barname saz 98,education,1
1003,آرایش ملایم,0,0,0,0,100,2771706,0,,elhamdroid,education,1
1004,Delester,0,5,5,1,100,941601,0,,Momo1370,education,v2.0
1005,آموزش سنتور,1,5,5,1,100,2749016,0,,elmiraapps,media-video,1
1006,خیاط خونه,0,0,0,0,100,2857619,0,,elmiraapps,education,1
1007,برنامه سانسور ساز عکس,1,1,5,1,200,1756088,0,,elmiraapps,photography,1
1008,مداحی های عبدالرضا هلالی,0,0,0,0,100,2862064,0,,elmiraapps,religious,1
1009,ماریو زبل,0,0,0,0,200,2395148,0,,elmiraapps,arcade,1
1010,عکس شما در آسمان,3,4.3,5,1,1000,5194575,0,,elmiraapps,photography,30.1.1
1011,ملوسک,0,0,0,0,100,6682327,0,,elmiraapps,arcade,1
1012,قفل برنامه ها,3,1,5,1,2000,3280053,0,,elmiraapps,productivity,2.6.0
1013,آزمون خواننده ها,2,1,5,1,100,4405346,0,,elmiraapps,entertainment,1
1014,ادیت موزیک,6,3,5,1,1000,1729960,0,,elmiraapps,productivity,1
1015,مبدل تاریخ,0,0,0,0,100,2762382,0,,elmiraapps,tools,20
1016,شهر شادی,0,0,0,0,100,59570064,50000,,rendev,educational,1.0.0
1017,Pocket Planet,3,5,5,1,100,37564150,20000,,credosoft,educational,1.02
1018,تینا و سینا,3,3.7,5,1,200,50403139,50000,,rendev,educational,1.0.0
1019,Numbers Land,334,4,5,1,20000,22875857,0,Offers IAP purchases,choobshoor,educational,1.0.2.0
1020,THE HOUR (504 WORDS BATTLE),0,0,0,0,100,21805492,20000,,shabahang,educational,2
1021,Master of add,309,4.3,5,1,2000,3772363,0,,miladesign,arcade,0.83
1022,Memorisation of the Quran,2249,4.3,5,1,20000,6799299,0,Offers IAP purchases,algorithmgostarenoor,educational,4
1023,-,43,3.9,5,1,1000,3180991,0,Offers IAP purchases,hamaz,casual,1.1
1024,Shu's Garden,40,4,5,1,1000,42399987,0,,jason-rt-bond,educational,1.7.1
1025,Kids Math,465,4.2,5,1,20000,20640068,0,Offers IAP purchases,armiksoft94,educational,1.0.1
1026,My lil' toolbox,2,3,5,1,100,51010745,30000,,3dduo,family,2
1027,Zou,0,0,0,0,100,483929453,30000,,3dduo,family,7
1028,The Sansoucis shaped,0,0,0,0,100,197858721,30000,,3dduo,family,1
1029,EnglishForKids,50,3.6,5,1,5000,19495930,0,,defective123,educational,1.6
1030,Happiness Train,22846,4.3,5,1,200000,21690683,0,Offers IAP purchases,royagaran,educational,2.2.0
1031,My Boo,9170,4.6,5,1,200000,64321592,0,,tapps-games,educational,2.2
1032,CookingMama,1984,4.3,5,1,100000,59276372,0,,office-create-corp,educational,1.17.0
1033,LEGO Juniors Create Cruise,845,4.3,5,1,100000,55047811,0,,lego-system-as,educational,6.2.1008
1034,Very Fairy Birthday Party,1348,4.5,5,1,50000,41738219,0,,salontm,educational,1.3
1035,CakeSalon,1028,4.2,5,1,100000,43557318,0,,Libii,educational,1.0.5
1036,Happiness School,3778,4.5,5,1,50000,25867331,0,Offers IAP purchases,royagaran,educational,1.0.7
1037,Moy 3,1932,4.5,5,1,50000,17357427,0,,Frojo Apps,educational,2.11
1038,Mermaid Doris,1035,4.3,5,1,50000,50425749,0,,Libii,educational,1
1039,بچه ها الفبا پیش دبستانی اول دبستان,3506,4.3,5,1,50000,25436322,0,Offers IAP purchases,armiksoft94,educational,1.8.6
1040,My Ice Cream,589,4.2,5,1,50000,26837295,0,,Tapps - Top Apps and Games,educational,1.0.7
1041,Quran for kid - Sure nas,3813,4.5,5,1,20000,3057539,0,Offers IAP purchases,raimon,educational,2.6
1042,زبان کوچولو-آموزش زبان انگلیسی کودک,2609,4.4,5,1,20000,50848982,0,Offers IAP purchases,narmafzarsazan,educational,4.2
1043,Bohlool And Haroon 1,200,3.9,5,1,5000,38309928,20000,,abolhassan-nikoo,educational,BohloolVaHaroon
1044,Animals Farm for Kids,667,4.4,5,1,20000,68477590,0,,kids-games-projects,educational,4.62
1045,Working Holiday,263,3.8,5,1,10000,37139811,0,,iprom-games,educational,1.2
1046,Farangestoon,1711,4.2,5,1,10000,17750413,0,Offers IAP purchases,goodzilla,educational,1.3
1047,sabzestan,176,3.9,5,1,10000,15149606,0,,felani,educational,1
1048,بازي آموزش حيوانات - فارسي,58,3.6,5,1,10000,15696736,0,Offers IAP purchases,gunaystudio,educational,1.3
1049,سیفون,3853,4.6,5,1,2000,14566437,0,Offers IAP purchases,adamden,educational,1.2
1050,نقاشی دخترونه,0,0,0,0,100,4416281,0,,mona mousavi,educational,1
1051,Creative Child,4,4.8,5,1,100,10764171,0,Offers IAP purchases,blue_orbit,educational,v6.0
1052,tarikh adabiat game,1,5,5,1,100,29560405,10000,,hamidrezabadrlo,educational,1.0.0.0
1053,Science Self Learner Grade 7,0,2,5,1,200,19324284,0,Offers IAP purchases,DPSHA,educational,7
1054,نی نی ها,0,0,0,0,100,35179598,50000,,rendev,educational,1.0.0
1055,LIMBO GAME,1,5,5,1,100,1120861,0,,warninghossein,educational,v1.0
1056,Game Guide machinarium (demo),3,3.7,5,1,100,1399488,0,,warninghossein,educational,v1.0
1057,رنگ آمیزی با السا,0,0,0,0,200,5606047,0,,Matin Patin,educational,1
1058,lombo game,0,0,0,0,100,1122415,10000,,warninghossein,educational,v1.0
1059,پاستاکده,0,0,0,0,100,2917244,0,,zahedapp,education,1
1060,تام رو به جری برسون,1,1,5,1,100,1868497,0,,zahedapp,puzzle,1
1061,آموزش Access(ویدیو),0,0,0,0,100,2961593,0,,zahedapp,education,1
1062,هالک خشمگین,2,3,5,1,100,2659515,0,,zahedapp,casual,3
1063,پروفایل زیبای تلگرام,0,0,0,0,100,3872884,0,,zahedapp,productivity,1
1064,شرک شجاع,2,3,5,1,100,4645270,0,,zahedapp,puzzle,1
1065,چیستان بچگونه,1,5,5,1,500,3675814,0,,zahedapp,trivia,1
1066,Qr اسکنر,0,0,0,0,100,2914966,0,,zahedapp,productivity,1
1067,نقاش کوچولو,0,0,0,0,100,2779433,0,,zahedapp,media-video,1
1068,بازی تو در تو,0,0,0,0,100,883022,0,,zahedapp,casual,2
1069,بازی با آنجلا و تام,2,1,5,1,200,8676872,0,,zahedapp,puzzle,2
1070,ساخت عروسک(ویدیو),0,0,0,0,100,2989800,0,,zahedapp,education,1
1071,آنای سرآشپز,1,1,5,1,500,5074462,0,,zahedapp,casual,1
1072,آشپزی سنتی,0,0,0,0,100,2801968,0,,zahedapp,education,1
1073,قفل برنامه هوشمند,0,0,0,0,100,2658894,0,,zahedapp,productivity,2.6.0
1074,پینوکیو (پازل),0,0,0,0,100,4576190,0,,zahedapp,puzzle,1
1075,نکات مدیریتی(ویدیو),0,0,0,0,100,2583805,0,,zahedapp,business,1
1076,تزیین خارق العاده کیک,0,0,0,0,200,2819125,0,,zahedapp,lifestyle,1
1077,رازهای زیبایی,0,0,0,0,100,2768436,0,,zahedapp,lifestyle,1
1078,کمیک پلنگ صورتی,2,3,5,1,500,6538213,0,,zahedapp,comics,1
1079,طالع ازدواج,0,0,0,0,100,2242206,0,,zahedapp,books-reference,1
1080,عکس نوشته ساز خودمونی,4,1,5,1,500,3985222,0,,zahedapp,photography,1
1081,عجایب علم پزشکی,0,0,0,0,100,2511112,0,,zahedapp,medical,1
1082,تفریح و ریاضی,0,0,0,0,100,1537304,0,,zahedapp,educational,1
1083,دورا رو بکش,0,0,0,0,200,6484438,0,,mehrdad alimi,educational,1
1084,Game Guide machinarium,0,0,0,0,100,1399570,10000,,warninghossein,educational,v1.0
1085,بازی جمع سرعتی اعداد,0,0,0,0,100,2876934,0,,Farzaneh Team,educational,1
1086,بازی با ریاضی,0,0,0,0,100,4288456,10000,,shirmohammadi,educational,2.0.0
1087,جدول ضرب,0,0,0,0,100,2754964,10000,,shirmohammadi,educational,1.0.0
1088,حیوانات بامزه و باب,0,0,0,0,100,3752758,0,,Simin Banoo,educational,1
1089,حدس بزن شهرها رو,0,0,0,0,100,6591903,0,,Mrs Shima,educational,1
1090,Ways of getting Legendaty,0,0,0,0,100,2268308,10000,,warninghossein,educational,v2.0
1091,تمرین ریاضی برای کودکان,0,0,0,0,200,3895650,0,,danial nobakht,educational,1
1092,نقطه نقطه تا مردعنکبوتی,0,0,0,0,200,6561184,0,,Mrs Shima,educational,1
1093,بازی جمع اعداد,0,0,0,0,100,3286337,0,,Bartar Designers,educational,1
1094,رنگ آمیزی حیوانات,0,0,0,0,500,3314650,0,,mehrnooosh,educational,1
1095,تفاوت یاب کارتونی,2,1,5,1,200,2919392,0,,mehrnooosh,educational,1
1096,نقاشی گام به گام با السا,5,1,5,1,1000,9999666,0,,bigdeveloper1,educational,1
1097,رنگ آمیزی ماشینی,1,5,5,1,200,1944973,0,,elmiraapps,educational,1
1098,سونیک,5,5,5,1,1000,4224776,0,,elmiraapps,adventure,1
1099,ماریو,4,1.2,5,1,500,2122843,0,,elmiraapps,role-playing,2
1100,بافتنی از صفر تا 100(ویدیو),1,1,5,1,100,2913646,0,,elmiraapps,education,1
1101,پیکسل,11,4.4,5,1,500,4593640,0,,maday,personalization,1.2.0
1102,Wallpi,55,4.2,5,1,500,2204466,0,,penguinsgroup,personalization,1.0.1
1103,Arrow Launcher,30,4.6,5,1,5000,8371067,0,,Microsoft Corporation,personalization,2.9.0.28644
1104,Smart Launcher,22,4.4,5,1,10000,5279422,0,,smart-launcher-team,personalization,3.24.10
1105,GO Launcher Z,27028,4.5,5,1,200000,13531975,0,,go-dev-team-android,personalization,2.23
1106,Nova Launcher,1803,4.6,5,1,50000,7714471,0,,TeslaCoil Software,personalization,5
1107,Google Now Launcher,639,4.6,5,1,50000,15269701,0,,Google Inc.,tools,1.3.large
1108,CM Launcher,3286,4.4,5,1,100000,11231592,0,,cheetah-mobile-inc,personalization,3.29.3
1109,Apex Launcher,1176,4.4,5,1,50000,4924567,0,,Android Does,personalization,3.1.0
1110,Solo Launcher,5299,4.6,5,1,20000,8741169,0,,newborntown,personalization,2.7.0.2
1111,Hola Launcher,4345,4.6,5,1,50000,5136875,0,,holaverse,personalization,3.0.4
1112,Aviate,853,4.6,5,1,2000,19166086,0,,Yahoo (Formerly ThumbsUp Labs),personalization,3.2.12.3
1113,Launcher 8,1069,4.6,5,1,2000,12669070,0,,xinyi-dev-team,personalization,3.4.4
1114,Action Launcher 3,150,4.3,5,1,2000,28058234,0,,Chris Lacy,personalization,3.12.2
1115,Next Launcher 3D Lite,721,4.3,5,1,20000,24420634,0,,go-dev-team-android,personalization,3.7.5.1
1116,GO Keyboard Lite,17262,4.4,5,1,500000,23324696,0,,GO Dev Team,personalization,3.02
1117,گاهشمار خورشیدی ژوبین,1127,4.5,5,1,500000,5905514,0,,Meysam Tefagh,personalization,2.05.0
1118,APUS,18193,4.5,5,1,200000,8514497,0,,Apus Group,personalization,3.0.5
1119,iKeyboard,8850,4.6,5,1,200000,17657971,0,,ikeyboard-team,personalization,4.7.7.492
1120,Backgrounds,5280,4.7,5,1,200000,7300629,0,,OGQ,personalization,4.8.14
1121,WhatsApp Wallpaper,4921,4.1,5,1,500000,5131674,0,,WhatsApp Inc.,personalization,2
1122,Wallpapers QHD,2323,4.7,5,1,50000,4734359,0,,CATPLE,personalization,2.63
1123,Solo Locker,4354,4.7,5,1,50000,7381799,0,,newborntown,personalization,6.0.2.5
1124,CLauncher,2392,4.5,5,1,50000,8030956,0,,c-launcher-team-fast-smart-launch,personalization,3.9.13
1125,ZERO,11750,4.5,5,1,50000,4259905,0,,go-dev-team,personalization,3
1126,Sun Rise Live Wallpaper - Free,1002,4.5,5,1,50000,5620969,0,,Teragon,personalization,4.6.2
1127,Flashlight,801,4.6,5,1,50000,2913076,0,,APUS Group,personalization,1.5.4
1128,Plus Themes,1836,4,5,1,200000,6153225,0,,rafa,personalization,1.3.5
1129,TSF Launcher,38,4.9,5,1,50000,10614572,0,,launcher-3d-pro,personalization,3.8.5
1130,عکس دخترونه,0,0,0,0,100,2194974,0,,farzanehdev,personalization,2
1131,Merry Christmas,0,0,0,0,100,3708217,0,,design-world,personalization,1.1.4
1132,auto background changer,0,0,0,0,100,10747388,0,,naserkarimi,personalization,2.3
1133,قاب یلدایی,0,0,0,0,100,11739598,0,,parnian hasanzade,personalization,30.1.1
1134,والپیپر یلدا,0,0,0,0,100,4629421,0,,parnian hasanzade,personalization,0.0.10
1135,هواشناسی حرفه ای,0,0,0,0,100,3789666,0,,sabadroid,personalization,2
1136,قاب دوتایی یلدا,0,0,0,0,100,7400931,0,,sabadroid,personalization,30.1.1
1137,قاب عکس میلاد حضرت رسول,0,0,0,0,100,16714726,0,,alidroid,personalization,30.1.1
1138,والپیپر انار,0,0,0,0,100,2965161,0,,farzanehdev,personalization,1
1139,قاب دو تایی میلاد حضرت رسول,0,0,0,0,100,9126616,0,,negarmobi,personalization,30.1.1
1140,Call Of Duty theme GOLauncher Theme,0,0,0,0,100,3598919,10000,,SADRA system,personalization,v1.0
1141,والپیپرهای زمستانی,1,5,5,1,100,7629767,0,,alidroid,personalization,1
1142,والپیپر کریسمس,0,0,0,0,100,3869432,0,,Nasim Bahar,personalization,0.0.10
1143,رینگتون های کلاسیک,0,0,0,0,100,9836762,0,,mahzoon,personalization,2
1144,تصاویر زمینه مقام معظم رهبری,2,3.7,5,1,100,4097635,0,,memora,personalization,1
1145,Joker,0,5,5,1,100,5929575,0,,erfansadeghi,personalization,1.0.0
1146,Wallpapers Patrol,0,0,0,0,100,3912789,0,,sungroupapp,personalization,1
1147,Wallpapers Ferrari,0,0,0,0,100,4996417,0,,sungroupapp,personalization,1
1148,Milad Tower,0,0,0,0,100,3704953,0,,sungroupapp,personalization,1
1149,Azadi Tower,0,0,0,0,100,5516319,0,,sungroupapp,personalization,1
1150,Astykrmfhvmy,0,0,0,0,100,5482645,0,,sungroupapp,personalization,1
1151,xpreia-winter,0,0,0,0,100,5192095,10000,,sadegh76sh,personalization,1.0.0
1152,Google theme (androud7) unofficial,0,0,0,0,100,2725278,10000,,SADRA system,personalization,1.6.5
